lemma,Norval_frame,UD_frame,example,theta1,theta2,theta3,theta4
utdjupe,tr,nsubj-obj,plakaten utdjuper innholdet,pivot,topic,,
utdjupe,tr-obINTERR,nsubj-ccomp,de utdjuper hva boka sier,agent,topic,,
utdjupe,tr-obINTERR,nsubj-ccomp,plakaten utdjuper hva boka sier,pivot,topic,,
utdra,tr,nsubj-obj,hun utdrar kvadratroten,agent,theme,,
utdrive,tr-obDir,nsubj-obj-obl,han utdriver demonen,agent,theme,,
utdype,tr,nsubj-obj,han utdyper innholdet,agent,topic,,
utdype,tr,nsubj-obj,plakaten utdyper innholdet,pivot,topic,,
utdype,tr-obINTERR,nsubj-ccomp,de utdyper hva boka sier,agent,topic,,
utdype,tr-obINTERR,nsubj-ccomp,plakaten utdyper hva boka sier,pivot,topic,,
utdø,intr,nsubj,stammene utdør,patient,,,
utebli-fra,intrObl-oblEqSuInf,nsubj-advcl,de uteblir fra å få presentert seg,agent,theme,,
utebli-fra,intrObl-oblN,nsubj-obl,de uteblir fra arbeidet,agent,theme,,
utebli,intr,nsubj,deltagerne uteblir,agent,,,
uteglemme,tr,nsubj-obj,de uteglemmer deltagerne,agent,theme,,
uteglemme,tr-obINTERR,nsubj-ccomp,de uteglemmer hvem som gjorde det,agent,theme,,
uteglømme,tr,nsubj-obj,de uteglømmer deltagerne,agent,theme,,
uteglømme,tr-obINTERR,nsubj-ccomp,de uteglemmer hvem som gjorde det,agent,theme,,
uteksaminere,tr,nsubj-obj,de uteksaminerer kandidatene,agent,theme,,
uteksperimentere,tr,nsubj-obj,de uteksperimenterer vaksiner,agent,theme,,
utelate-fra,trObl-oblN,nsubj-obj-obl,vi utelater dette fra fremstillingen,agent,theme,goal,
utelate,tr,nsubj-obj,de utelater beretningen,agent,theme,,
utelate,tr-obDECL,nsubj-ccomp,vi utelater at problemet består,agent,theme,,
utelate,tr-obEqSuInf,nsubj-xcomp,hun utelater å nevne dem,agent,theme,,
utelate,tr-obINTERR,nsubj-ccomp,de utelater hvem som gjorde det,agent,theme,,
utelukke-fra,trObl-oblN,nsubj-obj-obl,vi utelukker dem fra turneringen,agent,theme,goal,
utelukke,tr,nsubj-obj,de utelukker utenbys deltagere,agent,theme,,
utelukke,tr-obDECL,nsubj-ccomp,de utelukker at han har gjort det,agent,theme,,
utelåse,tr,nsubj-obj,de utelåser demonstrantene,agent,theme,,
uteske-om,trObl-oblAbsinf,nsubj-obj-advcl,vi utesker dem om å peile inn vannårer,agent,recipient,topic,
uteske-om,trObl-oblINTERR,nsubj-obj-advcl,vi utesker dem om hva som skjedde,agent,recipient,topic,
uteske-om,trObl-oblN,nsubj-obj-obl,vi utesker dem om saken,agent,recipient,topic,
utestenge-fra,trObl-oblEqObInf,nsubj-obj-advcl,vi utestenger dem fra å være med,agent,theme,goal,
utestenge-fra,trObl-oblN,nsubj-obj-obl,vi utestenger dem fra turneringen,agent,theme,goal,
utestenge,tr,nsubj-obj,vi utestenger de nyanmeldte,agent,theme,,
utfelle,tr,nsubj-obj,de utfeller metallene,agent,theme,,
utferdige,tr,nsubj-obj,de utferdiger lisensen,agent,result,,
utfolde-i,trObl-obRefl-oblEqObInf,nsubj-obj-advcl,hun utfolder seg i å holde taler,agent,null-role,theme,
utfolde,tr,nsubj-obj,de utfolder evnene sine,agent,theme,,
utfolde,tr-obRefl,nsubj-obj,hun utfolder seg,agent,null-role,,
utfordre-til,intrObl-oblN,nsubj-obl,vi utfordrer til kamp,agent,topic,,
utfordre-til,trObl-oblEqObInf,nsubj-obj-advcl,vi utfordrer dem til å stille opp,agent,recipient,topic,
utfordre-til,trObl-oblN,nsubj-obj-obl,vi utfordrer dem til kamp,agent,recipient,topic,
utfordre,tr,nsubj-obj,vi utfordrer demonstrantene,agent,recipient,,
utforme,tr,nsubj-obj,de utformer byrommet,agent,result,,
utforme,tr,nsubj-obj,geografien utformer byrommet,cause,patient,,
utforske,tr,nsubj-obj,de utforsker verdensrommet,agent,location,,
utforske,tr-obINTERR,nsubj-ccomp,de utforsker hvorvidt noen kan leve her,agent,theme,,
utfri,tr,nsubj-obj,de utfrir fangene,agent,theme,,
utfri,tr,nsubj-obj,loven utfrir fangene,cause,theme,,
utfritte-om,trObl-oblAbsinf,nsubj-obj-advcl,vi utfritter dem om å finne gode multesteder,agent,recipient,topic,
utfritte-om,trObl-oblINTERR,nsubj-obj-advcl,vi utfritter dem om hvorvidt de vet noe,agent,recipient,topic,
utfritte-om,trObl-oblN,nsubj-obj-obl,de utfritter dem om saken,agent,recipient,topic,
utfritte,tr,nsubj-obj,vi utfritter bygdefolket,agent,recipient,,
utfylle,tr,nsubj-obj,de utfyller skjemaet,agent,destination,,
utføre,tr,nsubj-obj,de utfører reparasjoner,agent,theme,,
utgi-for,trObl-obRefl-oblEqObInf,nsubj-obj-advcl,hun utgir seg for å kjenne ham,agent,null-role,attribute,
utgiftsføre,tr,nsubj-obj,de utgiftsfører utleggene,agent,theme,,
utgi,tr,nsubj-obj,de utgir bøkene,agent,result,,
utgjøre,copN,nsubj-xcomp,de utgjør en majoritet,theme,pivot,,
utgjøre,tr,nsubj-obj,de utgjør folket,theme,pivot,,
utgrunne,tr,nsubj-obj,de utgrunner tilværelsens mening,experiencer,stimulus,,
utgyde-om,trObl-obRefl-oblDECL,nsubj-obj-advcl,hun utgyder seg om at hun er en utvalgt,agent,null-role,topic,
utgyde-om,trObl-obRefl-oblEqObInf,nsubj-obj-advcl,hun utgyder seg om å være en utvalgt,agent,null-role,topic,
utgyde-om,trObl-obRefl-oblINTERR,nsubj-obj-advcl,hun utgyder seg om hva hun er,agent,null-role,topic,
utgyde-om,trObl-obRefl-oblN,nsubj-obj-obl,hun utgyder seg om hendelsen,agent,null-role,topic,
utgyde,tr,nsubj-obj,de utgyder blod,source,theme,,
utgyde,tr-obRefl,nsubj-obj,hun utgyder seg,agent,null-role,,
utgyte-om,trObl-obRefl-oblDECL,nsubj-obj-advcl,hun utgyter seg om at hun er en utvalgt,agent,null-role,topic,
utgyte-om,trObl-obRefl-oblEqObInf,nsubj-obj-advcl,hun utgyter seg om å være en utvalgt,agent,null-role,topic,
utgyte-om,trObl-obRefl-oblINTERR,nsubj-obj-advcl,hun utgyter seg om hva hun er,agent,null-role,topic,
utgyte-om,trObl-obRefl-oblN,nsubj-obj-obl,hun utgyter seg om hendelsen,agent,null-role,topic,
utgyte,tr,nsubj-obj,de utgyter blod,source,theme,,
utgyte,tr-obRefl,nsubj-obj,hun utgyter seg,agent,null-role,,
utgå,intr,nsubj,fristen utgår,theme,,,
utgå-på,intrObl-oblN,nsubj-obl,fristen utgår på salg,theme,attribute,,
uthale,tr,nsubj-obj,de uthaler forhandlingene,agent,patient,,
uthale,tr,nsubj-obj,foredraget uthaler forhandlingene,cause,patient,,
utheve,tr,nsubj-obj,de uthever avsnittet,agent,topic,,
utheve,tr,nsubj-obj,skiltet uthever farene,pivot,topic,,
utheve,tr-obDECL,nsubj-ccomp,de uthever at det loves reparasjoner,agent,topic,,
utheve,tr-obDECL,nsubj-ccomp,dokumentet uthever at det loves reparasjoner,pivot,topic,,
utheve,tr-obINTERR,nsubj-ccomp,de uthever hvilke reparasjoner som loves,agent,topic,,
utheve,tr-obINTERR,nsubj-ccomp,dokumentet uthever hvilke reparasjoner som loves,pivot,topic,,
utholde,tr,nsubj-obj,deltagerne utholder forholdene,theme,source,,
utholde,tr-obDECL,nsubj-ccomp,de utholder at forholdene forblir uforbedret,theme,source,,
utholde,tr-obEqSuInf,nsubj-xcomp,de utholder å bo under slike forhold,theme,source,,
uthole,tr,nsubj-obj,de utholer tømmerstokken,agent,patient,,
uthule,tr,nsubj-obj,de uthuler tømmerstokken,agent,patient,,
utjamne,tr,nsubj-obj,de utjamner veien,agent,patient,,
utjamne,tr,nsubj-obj,tiltaket utjamner forskjellene,cause,patient,,
utjevne,tr,nsubj-obj,de utjevner veien,agent,patient,,
utjevne,tr,nsubj-obj,tiltaket utjevner forskjellene,cause,patient,,
utkalle-til,trObl-oblEqObInf,nsubj-obj-advcl,de utkaller ham til å stå vakt,agent,recipient,topic,
utkalle-til,trObl-oblN,nsubj-obj-obl,vi utkaller dem til tjeneste,agent,recipient,topic,
utkalle,tr,nsubj-obj,de utkaller hjelpemannskapene,agent,recipient,,
utkaste-fra,trObl-oblN,nsubj-obj-obl,de utkaster dem fra leiligheten,agent,theme,source,
utkaste,tr,nsubj-obj,de utkaster demonstrantene,agent,theme,,
utkjempe,tr,nsubj-obj,de utkjemper en krig,agent,theme,,
utklarere,tr,nsubj-obj,de utklarerer deltagerne,agent,theme,,
utklasse,tr,nsubj-obj,de utklasser motstanderne,agent,patient,,
utklekke,tr,nsubj-obj,de utklekker nye ideer,agent,result,,
utkoble,tr,nsubj-obj,de utkobler forbindelsen,agent,patient,,
utkommandere,tr-obDir,nsubj-obj-obl,vi utkommanderer dem til grenseområdene,agent,recipient,topic,
utkomme,intr,nsubj,avisene utkommer,theme,,,
utkonkurrere,tr,nsubj-obj,vi utkonkurrerer motstanderne,agent,patient,,
utkople,tr,nsubj-obj,de utkopler strømmen,agent,theme,,
utkreve,tr,nsubj-obj,situasjonen utkrever lovendringer,theme,source,,
utkrystallisere-i,trObl-obRefl-oblDECL,nsubj-obj-advcl,hans natur utkrystalliserer seg i at han bærer brynje,topic,null-role,pivot,
utkrystallisere-i,trObl-obRefl-oblINTERR,nsubj-obj-advcl,hans natur utkrystalliserer seg i hva han sier,topic,null-role,pivot,
utkrystallisere-i,trObl-obRefl-oblN,nsubj-obj-obl,stoffet utkrystalliserer seg i vannet,patient,null-role,location,
utkrystallisere-som,trScpr-obRefl-scPredprtcl,nsubj-obj-xcomp,han utkrystalliserer seg som en fiende av folket,patient,null-role,result,
utkrystallisere,tr,nsubj-obj,de utkrystalliserer stoffet,agent,patient,,
utkrystallisere,tr,nsubj-obj,fuktigheten utkrystalliserer stoffet,cause,patient,,
utkrystallisere,tr-obRefl,nsubj-obj,stoffet utkrystalliserer seg,patient,null-role,,
utkåre-til,trObl-oblEqObInf,nsubj-obj-advcl,vi utkårer dem til å være vinnere,agent,theme,attribute,
utkåre-til,trObl-oblN,nsubj-obj-obl,vi utkårer dem til vinnere,agent,theme,attribute,
utkåre,tr,nsubj-obj,de utkårer vinneren,agent,theme,,
utlade,tr,nsubj-obj,bruken utlader batteriene,cause,patient,,
utlade,tr,nsubj-obj,de utlader batteriene,agent,patient,,
utlede-av,trObl-oblN,nsubj-obj-obl,vi utleder en konklusjon av premissene,agent,theme,source,
utlegge-som,trScpr-scPredprtcl,nsubj-obj-xcomp,dokumentet utlegger planen som retningsgivende,pivot,topic,attribute,
utlegge-som,trScpr-scPredprtcl,nsubj-obj-xcomp,vi utlegger kjøretøyet som banebrytende,agent,theme,attribute,
utlegge-som,trScpr-scPredprtcl,nsubj-obj-xcomp,vi utlegger planen som retningsgivende,agent,theme,attribute,
utlegge,tr,nsubj-obj,de utlegger planen,agent,topic,,
utlegge,tr,nsubj-obj,de utlegger rottegift,agent,theme,,
utlegge,tr,nsubj-obj,dokumentet utlegger planen,pivot,topic,,
utleie,tr,nsubj-obj,de utleier bilen,agent,theme,,
utlevere,ditr,nsubj-iobj-obj,hun utleverer deg papirene,agent,recipient,theme,
utlevere-til,trObl-oblN,nsubj-obj-obl,vi utleverer dem til politiet,agent,theme,recipient,
utlevere,tr,nsubj-obj,de utleverer dokumentene,agent,theme,,
utlevere,tr-obRefl,nsubj-obj,hun utleverer seg,agent,null-role,,
utligne,intr,nsubj,laget utligner,agent,,,
utligne,tr,nsubj-obj,de utligner forskjellen,agent,patient,,
utligne,tr,nsubj-obj,tilskuddet utligner forskjellen,cause,patient,,
utlikne,intr,nsubj,laget utlikner,agent,,,
utlikne,tr,nsubj-obj,de utlikner forskjellen,agent,patient,,
utlikne,tr,nsubj-obj,tilskuddet utlikner forskjellen,cause,patient,,
utlodde,tr,nsubj-obj,de utlodder kakene,agent,theme,,
utlosse,tr,nsubj-obj,de utlosser båten,agent,source,,
utlove,ditr,nsubj-iobj-obj,hun utlover oss belønning,agent,goal,topic,
utlove-for,trObl-oblAbsinf,nsubj-obj-advcl,vi utlover en pris for å oppklare saken,agent,theme,source,
utlove-for,trObl-oblN,nsubj-obj-obl,vi utlover en pris for oppklaringen,agent,theme,source,
utlove,tr,nsubj-obj,de utlover penger,agent,theme,,
utlufte,tr,nsubj-obj,de utlufter gassen,agent,theme,,
utlyde-i,intrObl-oblN,nsubj-obl,ordet utlyder i klusil,theme,co-theme,,
utlyse,tr,nsubj-obj,de utlyser belønning,agent,theme,,
utløpe,intrPresnt-RESULT,expl-nsubj,det utløper flere frister,formal,theme,,
utløpe,intr-RESULT,nsubj,fristen utløper,patient,,,
utløse,tr,nsubj-obj,barna utløser alarmen,agent,patient,,
utløse,tr,nsubj-obj,lyden utløser alarmen,cause,patient,,
utløyse,tr,nsubj-obj,barna utløyser alarmen,agent,patient,,
utløyse,tr,nsubj-obj,lyden utløyser alarmen,cause,patient,,
utlåne,tr,nsubj-obj,de utlåner utstyret,agent,theme,,
utmaie,tr,nsubj-obj,de utmaier deltagerne,agent,destination,,
utmaie,tr-obRefl,nsubj-obj,offiserene utmaier seg,agent,patient,,
utmale,ditr-iobRefl,nsubj-iobj-obj,hun utmaler seg katastrofen,agent,null-role,theme,
utmale,ditr-iobRefl-obEqIobInf,nsubj-iobj-xcomp,hun utmaler seg å kunne utslette fiendene,agent,null-role,theme,
utmale,ditr-iobRefl-obINTERR,nsubj-iobj-ccomp,hun utmaler seg hva som kan skje,agent,null-role,theme,
utmale,tr,nsubj-obj,de utmaler katastrofen,agent,topic,,
utmale,tr-obINTERR,nsubj-ccomp,hun utmaler hva som kan skje,agent,topic,,
utmanøvrere,tr,nsubj-obj,de utmanøvrerer fienden,agent,patient,,
utmatte,tr,nsubj-obj,de utmatter fienden,agent,patient,,
utmatte,tr,nsubj-obj,lengden på krigen utmatter fienden,cause,patient,,
utmatte,tr-obRefl,nsubj-obj,fienden utmatter seg,patient,null-role,,
utmeisle,tr,nsubj-obj,de utmeisler en strategi,agent,result,,
utmerke-i,trObl-obRefl-oblEqObInf,nsubj-obj-advcl,hun utmerker seg i å kjempe med stokk,agent,null-role,theme,
utmerke-i,trObl-obRefl-oblN,nsubj-obj-obl,hun utmerker seg i stokk-kamp,agent,null-role,theme,
utmerke-som,trScpr-obRefl-scPredprtcl,nsubj-obj-xcomp,hun utmerker seg som journalist,agent,null-role,theme,
utmerke,tr,nsubj-obj,de utmerker de tapreste,agent,theme,,
utmerke,tr-obRefl,nsubj-obj,hun utmerker seg,agent,null-role,,
utmynte,tr,nsubj-obj,de utmynter sølvdollar,agent,result,,
utmynte,tr-obINTERR,nsubj-ccomp,taleren utmynter hvilket potensiale som ligger her,agent,topic,,
utmynte,tr-obINTERR,nsubj-ccomp,uttalelsen utmynter hvilket potensiale som ligger her,pivot,topic,,
utmåle,tr,nsubj-obj,de utmåler en straff,agent,theme,,
utnevne-til,trObl-oblEqObInf,nsubj-obj-advcl,vi utnevner ham til å styre foreningen,agent,theme,attribute,
utnevne-til,trObl-oblN,nsubj-obj-obl,vi utnevner ham til formann,agent,theme,attribute,
utnevne,tr,nsubj-obj,de utnevner styremedlemmer,agent,theme,,
utnytte,tr,nsubj-obj,de utnytter mulighetene,agent,theme,,
utnytte,tr-obDECL,nsubj-ccomp,de utnytter at vaktene har pause,agent,theme,,
utnytte,tr-obINTERR,nsubj-ccomp,de utnytter hva vi gjør galt,agent,theme,,
utpante,tr,nsubj-obj,de utpanter eiendommen,agent,theme,,
utparsellere-til,trObl-oblN,nsubj-obj-obl,vi utparsellerer dem til allmenn bruk,agent,patient,goal,
utparsellere,tr,nsubj-obj,de utparsellerer jordene,agent,patient,,
utpeke-som,trScpr-obRefl-scPredprtcl,nsubj-obj-xcomp,hun utpeker seg som kandidat,agent,null-role,theme,
utpeke-som,trScpr-scPredprtcl,nsubj-obj-xcomp,dokumentet utpeker henne som kandidat,pivot,topic,attribute,
utpeke-som,trScpr-scPredprtcl,nsubj-obj-xcomp,vi utpeker henne som kandidat,agent,topic,attribute,
utpeke-til,trObl-oblEqObInf,nsubj-obj-advcl,dokumentet utpeker dem til å delta,pivot,topic,attribute,
utpeke-til,trObl-oblEqObInf,nsubj-obj-advcl,vi utpeker dem til å delta,agent,topic,attribute,
utpeke-til,trObl-oblN,nsubj-obj-obl,dokumentet utpeker dem til deltagelse,pivot,topic,attribute,
utpeke-til,trObl-oblN,nsubj-obj-obl,vi utpeker dem til deltagelse,agent,topic,attribute,
utpeke-til,trScpr-scPredprtcl,nsubj-obj-xcomp,dokumentet utpeker henne til representant,pivot,topic,attribute,
utpeke-til,trScpr-scPredprtcl,nsubj-obj-xcomp,vi utpeker henne til representant,agent,topic,attribute,
utpeke,tr,nsubj-obj,dokumentet utpeker representanter,pivot,topic,,
utpeke,tr,nsubj-obj,vi utpeker representanter,agent,theme,,
utpensle,tr,nsubj-obj,de utpensler konsekvensene,agent,theme,,
utpensle,tr,nsubj-obj,kunstneren utpensler maleriet,agent,result,,
utplassere,tr,nsubj-obj,de utplasserer praktikantene,agent,theme,,
utplassere,trObl-oblLoc,nsubj-obj-obl,vi utplasserer dem i skogen,agent,theme,destination,
utplyndre,tr,nsubj-obj,de utplyndrer bøndene,agent,source,,
utporsjonere,tr,nsubj-obj,de utporsjonerer grøten,agent,theme,,
utprege,tr-obRefl,nsubj-obj,hun utpreger seg,agent,null-role,,
utpresse-for,trObl-oblN,nsubj-obj-obl,de utpresser innbyggerne for penger,agent,source,theme,
utpresse,tr,nsubj-obj,de utpresser innbyggerne,agent,source,,
utprøve,tr,nsubj-obj,de utprøver teknologien,agent,theme,,
utpønse,tr,nsubj-obj,de utpønser planer,agent,theme,,
utpønske,tr,nsubj-obj,de utpønsker planer,agent,theme,,
utradere,tr,nsubj-obj,de utraderer opprørsbevegelsen,agent,patient,,
utrangere,tr,nsubj-obj,de utrangerer lokomotivene,agent,theme,,
utrede,tr,nsubj-obj,de utreder forslaget,agent,theme,,
utrede,tr-obINTERR,nsubj-ccomp,de utreder hva forslaget innebærer,agent,theme,,
utregne,tr,nsubj-obj,de utregner beløpet,agent,theme,,
utrense-for,trObl-oblN,nsubj-obj-obl,de utrenser bygningene for gass,agent,source,theme,
utrense,tr,nsubj-obj,de utrenser giftstoffene,agent,theme,,
utrense,tr,nsubj-obj,vi utrenser huset,agent,source,,
utrette,tr,nsubj-obj,de utretter et under,agent,theme,,
utrette,tr,nsubj-obj,trykket utretter bulken,cause,patient,,
utrette,tr,nsubj-obj,vi utretter bjelkene,agent,patient,,
utringe,tr,nsubj-obj,hun utringer kjolen,agent,patient,,
utringe,tr,nsubj-obj,snittet utringer kjolen,cause,patient,,
utrope-som,trScpr-scPredprtcl,nsubj-obj-xcomp,resultatene utroper henne som representant,pivot,topic,attribute,
utrope-som,trScpr-scPredprtcl,nsubj-obj-xcomp,vi utroper henne som representant,agent,theme,attribute,
utrope-til,trObl-oblEqObInf,nsubj-obj-advcl,vi utroper dem til å få gå ombord først,agent,theme,attribute,
utrope-til,trScpr-scPredprtcl,nsubj-obj-xcomp,dokumentet utroper henne til representant,pivot,topic,attribute,
utrope-til,trScpr-scPredprtcl,nsubj-obj-xcomp,vi utroper henne til representant,agent,theme,attribute,
utrope,tr,nsubj-obj,de utroper vinneren,agent,theme,,
utruste-for,trobl-obrefl-obleqobinf,nsubj-obj-advcl,de utruster seg for å reise rundt Nordpolen,agent,recipient,goal,
utruste-for,trObl-obRefl-oblN,nsubj-obj-obl,hun utruster seg for reisen,agent,recipient,goal,
utruste-til,trObl-oblEqObInf,nsubj-obj-advcl,vi utruster dem til å reise,agent,recipient,goal,
utruste-til,trObl-oblN,nsubj-obj-obl,vi utruster dem til ekspedisjonen,agent,recipient,goal,
utruste-til,trobl-obrefl-obleqobinf,nsubj-obj-advcl,de utruster seg til å reise rundt Nordpolen,agent,recipient,goal,
utruste-til,trObl-obRefl-oblN,nsubj-obj-obl,hun utruster seg til reisen,agent,goal,,
utruste,tr,nsubj-obj,de utruster ekspedisjonen,agent,recipient,,
utrydde-for,trObl-oblN,nsubj-obj-obl,vi utrydder området for kaniner,agent,location,patient,
utrydde-med,trObl-oblN,nsubj-obj-obl,vi utrydder kaninene med gass,agent,patient,instrument,
utrydde,tr,nsubj-obj,vi utrydder kaninene,agent,patient,,
utrydningstrue,tr,nsubj-obj,kjemikaliene utrydningstruer fuglene,cause,beneficiary,,
utse,ditr-iobRefl,nsubj-iobj-obj,hun utser seg fordeler,agent,null-role,theme,
utsende,tr,nsubj-obj,de utsender spioner,agent,theme,,
utse-til,trObl-oblEqObInf,nsubj-obj-advcl,vi utser dem til å delta,agent,theme,attribute,
utse-til,trObl-oblN,nsubj-obj-obl,vi utser dem til deltagelse,agent,theme,attribute,
utse,tr,nsubj-obj,de utser lokasjoner,agent,theme,,
utsette-for,trObl-oblEqObInf,nsubj-obj-advcl,tiden utenlands utsetter dem for å bli smittet,cause,beneficiary,theme,
utsette-for,trObl-oblEqObInf,nsubj-obj-advcl,vi utsetter dem for å bli smittet,agent,beneficiary,theme,
utsette-for,trObl-oblN,nsubj-obj-obl,reisen utsetter dem for fare,cause,beneficiary,theme,
utsette-for,trObl-oblN,nsubj-obj-obl,vi utsetter dem for fare,agent,beneficiary,theme,
utsette-for,trobl-obrefl-obleqobinf,nsubj-obj-advcl,de utsetter seg for å bli smittet,agent,null-role,theme,
utsette-for,trObl-obRefl-oblN,nsubj-obj-obl,hun utsetter seg for faren,agent,null-role,theme,
utsette,tr,nsubj-obj,de utsetter kampene,agent,theme,,
utsi,tr,nsubj-obj,de utsier bønnene,agent,topic,,
utsi,tr-obDECL,nsubj-ccomp,de utsier at det fortsatt er håp,agent,topic,,
utsi,tr-obINTERR,nsubj-ccomp,de utsier hva skjebnen har i vente for oss,agent,topic,,
utskille,tr,nsubj-obj,de utskiller sekreter,source,theme,,
utskille,tr-obRefl,nsubj-obj,sekretet utskiller seg,theme,null-role,,
utskipe,tr,nsubj-obj,de utskiper lasten,agent,theme,,
utskrive-fra,trObl-oblN,nsubj-obj-obl,vi utskriver ham fra hospitalet,agent,theme,source,
utskrive,tr,nsubj-obj,de utskriver pasientene,agent,theme,,
utskyte,tr,nsubj-obj,de utskyter raketten,agent,theme,,
